NULL
NULL
NULL
NULL
NULL
NULL
NULL

No pre-processing
Resampling: Cross-Validated (10 fold) 
Summary of sample sizes: 4500, 4500, 4500, 4500, 4500, 4500, ... 
Resampling results across tuning parameters:

  alpha      lambda       RMSE       Rsquared      MAE      
  0.6111111  0.484851515  0.9996423           NaN  0.8008347
  0.6111111  0.489901010  0.9996423           NaN  0.8008347
  0.6111111  0.494950505  0.9996423           NaN  0.8008347
  0.6111111  0.500000000  0.9996423           NaN  0.8008347
  0.6161616  0.000100000  1.0155171  0.0100352381  0.8122783
  0.6161616  0.005149495  1.0078833  0.0106068327  0.8064163
  0.6161616  0.010198990  1.0025516  0.0110371962  0.8025397
  0.6161616  0.015248485  0.9993854  0.0109823769  0.8001669
  0.6161616  0.020297980  0.9974262  0.0111047995  0.7986706
  0.6161616  0.025347475  0.9962143  0.0113372461  0.7979962
  0.6161616  0.030396970  0.9954684  0.0118142520  0.7976951
  0.6161616  0.035446465  0.9952707  0.0121675407  0.7976746
  0.6161616  0.040495960  0.9956590  0.0117265521  0.7981366
  0.6161616  0.045545455  0.9964905  0.0102313072  0.7988420
  0.6161616  0.050594949  0.9973903  0.0084797062  0.7995391
  0.6161616  0.055644444  0.9981543  0.0069514724  0.8000756
  0.6161616  0.060693939  0.9987035  0.0057242638  0.8004244
  0.6161616  0.065743434  0.9991040  0.0045089994  0.8006556
  0.6161616  0.070792929  0.9993813  0.0030229287  0.8008085
  0.6161616  0.075842424  0.9995235  0.0019930628  0.8008557
  0.6161616  0.080891919  0.9995854  0.0017299578  0.8008453
  0.6161616  0.085941414  0.9996303  0.0015855122  0.8008536
  0.6161616  0.090990909  0.9996644  0.0011543514  0.8008541
  0.6161616  0.096040404  0.9996614  0.0001282203  0.8008517
  0.6161616  0.101089899  0.9996495  0.0001282203  0.8008426
  0.6161616  0.106139394  0.9996423           NaN  0.8008347
  0.6161616  0.111188889  0.9996423           NaN  0.8008347
  0.6161616  0.116238384  0.9996423           NaN  0.8008347
  0.6161616  0.121287879  0.9996423           NaN  0.8008347
  0.6161616  0.126337374  0.9996423           NaN  0.8008347
  0.6161616  0.131386869  0.9996423           NaN  0.8008347
  0.6161616  0.136436364  0.9996423           NaN  0.8008347
  0.6161616  0.141485859  0.9996423           NaN  0.8008347
  0.6161616  0.146535354  0.9996423           NaN  0.8008347
  0.6161616  0.151584848  0.9996423           NaN  0.8008347
  0.6161616  0.156634343  0.9996423           NaN  0.8008347
  0.6161616  0.161683838  0.9996423           NaN  0.8008347
  0.6161616  0.166733333  0.9996423           NaN  0.8008347
  0.6161616  0.171782828  0.9996423           NaN  0.8008347
  0.6161616  0.176832323  0.9996423           NaN  0.8008347
  0.6161616  0.181881818  0.9996423           NaN  0.8008347
  0.6161616  0.186931313  0.9996423           NaN  0.8008347
  0.6161616  0.191980808  0.9996423           NaN  0.8008347
  0.6161616  0.197030303  0.9996423           NaN  0.8008347
  0.6161616  0.202079798  0.9996423           NaN  0.8008347
  0.6161616  0.207129293  0.9996423           NaN  0.8008347
  0.6161616  0.212178788  0.9996423           NaN  0.8008347
  0.6161616  0.217228283  0.9996423           NaN  0.8008347
  0.6161616  0.222277778  0.9996423           NaN  0.8008347
  0.6161616  0.227327273  0.9996423           NaN  0.8008347
  0.6161616  0.232376768  0.9996423           NaN  0.8008347
  0.6161616  0.237426263  0.9996423           NaN  0.8008347
  0.6161616  0.242475758  0.9996423           NaN  0.8008347
  0.6161616  0.247525253  0.9996423           NaN  0.8008347
  0.6161616  0.252574747  0.9996423           NaN  0.8008347
  0.6161616  0.257624242  0.9996423           NaN  0.8008347
  0.6161616  0.262673737  0.9996423           NaN  0.8008347
  0.6161616  0.267723232  0.9996423           NaN  0.8008347
  0.6161616  0.272772727  0.9996423           NaN  0.8008347
  0.6161616  0.277822222  0.9996423           NaN  0.8008347
  0.6161616  0.282871717  0.9996423           NaN  0.8008347
  0.6161616  0.287921212  0.9996423           NaN  0.8008347
  0.6161616  0.292970707  0.9996423           NaN  0.8008347
  0.6161616  0.298020202  0.9996423           NaN  0.8008347
  0.6161616  0.303069697  0.9996423           NaN  0.8008347
  0.6161616  0.308119192  0.9996423           NaN  0.8008347
  0.6161616  0.313168687  0.9996423           NaN  0.8008347
  0.6161616  0.318218182  0.9996423           NaN  0.8008347
  0.6161616  0.323267677  0.9996423           NaN  0.8008347
  0.6161616  0.328317172  0.9996423           NaN  0.8008347
  0.6161616  0.333366667  0.9996423           NaN  0.8008347
  0.6161616  0.338416162  0.9996423           NaN  0.8008347
  0.6161616  0.343465657  0.9996423           NaN  0.8008347
  0.6161616  0.348515152  0.9996423           NaN  0.8008347
  0.6161616  0.353564646  0.9996423           NaN  0.8008347
  0.6161616  0.358614141  0.9996423           NaN  0.8008347
  0.6161616  0.363663636  0.9996423           NaN  0.8008347
  0.6161616  0.368713131  0.9996423           NaN  0.8008347
  0.6161616  0.373762626  0.9996423           NaN  0.8008347
  0.6161616  0.378812121  0.9996423           NaN  0.8008347
  0.6161616  0.383861616  0.9996423           NaN  0.8008347
  0.6161616  0.388911111  0.9996423           NaN  0.8008347
  0.6161616  0.393960606  0.9996423           NaN  0.8008347
  0.6161616  0.399010101  0.9996423           NaN  0.8008347
  0.6161616  0.404059596  0.9996423           NaN  0.8008347
  0.6161616  0.409109091  0.9996423           NaN  0.8008347
  0.6161616  0.414158586  0.9996423           NaN  0.8008347
  0.6161616  0.419208081  0.9996423           NaN  0.8008347
  0.6161616  0.424257576  0.9996423           NaN  0.8008347
  0.6161616  0.429307071  0.9996423           NaN  0.8008347
  0.6161616  0.434356566  0.9996423           NaN  0.8008347
  0.6161616  0.439406061  0.9996423           NaN  0.8008347
  0.6161616  0.444455556  0.9996423           NaN  0.8008347
  0.6161616  0.449505051  0.9996423           NaN  0.8008347
  0.6161616  0.454554545  0.9996423           NaN  0.8008347
  0.6161616  0.459604040  0.9996423           NaN  0.8008347
  0.6161616  0.464653535  0.9996423           NaN  0.8008347
  0.6161616  0.469703030  0.9996423           NaN  0.8008347
  0.6161616  0.474752525  0.9996423           NaN  0.8008347
  0.6161616  0.479802020  0.9996423           NaN  0.8008347
  0.6161616  0.484851515  0.9996423           NaN  0.8008347
  0.6161616  0.489901010  0.9996423           NaN  0.8008347
  0.6161616  0.494950505  0.9996423           NaN  0.8008347
  0.6161616  0.500000000  0.9996423           NaN  0.8008347
  0.6212121  0.000100000  1.0155172  0.0100352384  0.8122783
  0.6212121  0.005149495  1.0078308  0.0106117952  0.8063781
  0.6212121  0.010198990  1.0024851  0.0110400523  0.8024928
  0.6212121  0.015248485  0.9993268  0.0109810096  0.8001193
  0.6212121  0.020297980  0.9973801  0.0111076233  0.7986458
  0.6212121  0.025347475  0.9961731  0.0113572082  0.7979776
  0.6212121  0.030396970  0.9954428  0.0118403878  0.7976816
  0.6212121  0.035446465  0.9952769  0.0121746345  0.7976891
  0.6212121  0.040495960  0.9957038  0.0116486794  0.7981772
  0.6212121  0.045545455  0.9965536  0.0101162698  0.7988915
  0.6212121  0.050594949  0.9974604  0.0083271614  0.7995902
  0.6212121  0.055644444  0.9982095  0.0068225822  0.8001146
  0.6212121  0.060693939  0.9987468  0.0055926498  0.8004524
  0.6212121  0.065743434  0.9991367  0.0043623573  0.8006732
  0.6212121  0.070792929  0.9994064  0.0028537788  0.8008195
  0.6212121  0.075842424  0.9995313  0.0019688270  0.8008535
  0.6212121  0.080891919  0.9995920  0.0018800824  0.8008455
  0.6212121  0.085941414  0.9996365  0.0016171355  0.8008565
  0.6212121  0.090990909  0.9996653  0.0010027066  0.8008544
  0.6212121  0.096040404  0.9996593  0.0001282184  0.8008502
  0.6212121  0.101089899  0.9996478  0.0001282184  0.8008411
  0.6212121  0.106139394  0.9996423           NaN  0.8008347
  0.6212121  0.111188889  0.9996423           NaN  0.8008347
  0.6212121  0.116238384  0.9996423           NaN  0.8008347
  0.6212121  0.121287879  0.9996423           NaN  0.8008347
  0.6212121  0.126337374  0.9996423           NaN  0.8008347
  0.6212121  0.131386869  0.9996423           NaN  0.8008347
  0.6212121  0.136436364  0.9996423           NaN  0.8008347
  0.6212121  0.141485859  0.9996423           NaN  0.8008347
  0.6212121  0.146535354  0.9996423           NaN  0.8008347
  0.6212121  0.151584848  0.9996423           NaN  0.8008347
  0.6212121  0.156634343  0.9996423           NaN  0.8008347
  0.6212121  0.161683838  0.9996423           NaN  0.8008347
  0.6212121  0.166733333  0.9996423           NaN  0.8008347
  0.6212121  0.171782828  0.9996423           NaN  0.8008347
  0.6212121  0.176832323  0.9996423           NaN  0.8008347
  0.6212121  0.181881818  0.9996423           NaN  0.8008347
  0.6212121  0.186931313  0.9996423           NaN  0.8008347
  0.6212121  0.191980808  0.9996423           NaN  0.8008347
  0.6212121  0.197030303  0.9996423           NaN  0.8008347
  0.6212121  0.202079798  0.9996423           NaN  0.8008347
  0.6212121  0.207129293  0.9996423           NaN  0.8008347
  0.6212121  0.212178788  0.9996423           NaN  0.8008347
  0.6212121  0.217228283  0.9996423           NaN  0.8008347
  0.6212121  0.222277778  0.9996423           NaN  0.8008347
  0.6212121  0.227327273  0.9996423           NaN  0.8008347
  0.6212121  0.232376768  0.9996423           NaN  0.8008347
  0.6212121  0.237426263  0.9996423           NaN  0.8008347
  0.6212121  0.242475758  0.9996423           NaN  0.8008347
  0.6212121  0.247525253  0.9996423           NaN  0.8008347
  0.6212121  0.252574747  0.9996423           NaN  0.8008347
  0.6212121  0.257624242  0.9996423           NaN  0.8008347
  0.6212121  0.262673737  0.9996423           NaN  0.8008347
  0.6212121  0.267723232  0.9996423           NaN  0.8008347
  0.6212121  0.272772727  0.9996423           NaN  0.8008347
  0.6212121  0.277822222  0.9996423           NaN  0.8008347
  0.6212121  0.282871717  0.9996423           NaN  0.8008347
  0.6212121  0.287921212  0.9996423           NaN  0.8008347
  0.6212121  0.292970707  0.9996423           NaN  0.8008347
  0.6212121  0.298020202  0.9996423           NaN  0.8008347
  0.6212121  0.303069697  0.9996423           NaN  0.8008347
  0.6212121  0.308119192  0.9996423           NaN  0.8008347
  0.6212121  0.313168687  0.9996423           NaN  0.8008347
  0.6212121  0.318218182  0.9996423           NaN  0.8008347
  0.6212121  0.323267677  0.9996423           NaN  0.8008347
  0.6212121  0.328317172  0.9996423           NaN  0.8008347
  0.6212121  0.333366667  0.9996423           NaN  0.8008347
  0.6212121  0.338416162  0.9996423           NaN  0.8008347
  0.6212121  0.343465657  0.9996423           NaN  0.8008347
  0.6212121  0.348515152  0.9996423           NaN  0.8008347
  0.6212121  0.353564646  0.9996423           NaN  0.8008347
  0.6212121  0.358614141  0.9996423           NaN  0.8008347
  0.6212121  0.363663636  0.9996423           NaN  0.8008347
  0.6212121  0.368713131  0.9996423           NaN  0.8008347
  0.6212121  0.373762626  0.9996423           NaN  0.8008347
  0.6212121  0.378812121  0.9996423           NaN  0.8008347
  0.6212121  0.383861616  0.9996423           NaN  0.8008347
  0.6212121  0.388911111  0.9996423           NaN  0.8008347
  0.6212121  0.393960606  0.9996423           NaN  0.8008347
  0.6212121  0.399010101  0.9996423           NaN  0.8008347
  0.6212121  0.404059596  0.9996423           NaN  0.8008347
  0.6212121  0.409109091  0.9996423           NaN  0.8008347
  0.6212121  0.414158586  0.9996423           NaN  0.8008347
  0.6212121  0.419208081  0.9996423           NaN  0.8008347
  0.6212121  0.424257576  0.9996423           NaN  0.8008347
  0.6212121  0.429307071  0.9996423           NaN  0.8008347
  0.6212121  0.434356566  0.9996423           NaN  0.8008347
  0.6212121  0.439406061  0.9996423           NaN  0.8008347
  0.6212121  0.444455556  0.9996423           NaN  0.8008347
  0.6212121  0.449505051  0.9996423           NaN  0.8008347
  0.6212121  0.454554545  0.9996423           NaN  0.8008347
  0.6212121  0.459604040  0.9996423           NaN  0.8008347
  0.6212121  0.464653535  0.9996423           NaN  0.8008347
  0.6212121  0.469703030  0.9996423           NaN  0.8008347
  0.6212121  0.474752525  0.9996423           NaN  0.8008347
  0.6212121  0.479802020  0.9996423           NaN  0.8008347
  0.6212121  0.484851515  0.9996423           NaN  0.8008347
  0.6212121  0.489901010  0.9996423           NaN  0.8008347
  0.6212121  0.494950505  0.9996423           NaN  0.8008347
  0.6212121  0.500000000  0.9996423           NaN  0.8008347
  0.6262626  0.000100000  1.0155173  0.0100352387  0.8122784
  0.6262626  0.005149495  1.0077785  0.0106167765  0.8063399
  0.6262626  0.010198990  1.0024193  0.0110427332  0.8024465
  0.6262626  0.015248485  0.9992689  0.0109795996  0.8000724
  0.6262626  0.020297980  0.9973340  0.0111123542  0.7986196
  0.6262626  0.025347475  0.9961334  0.0113756994  0.7979605
  0.6262626  0.030396970  0.9954187  0.0118653264  0.7976692
  0.6262626  0.035446465  0.9952844  0.0121796532  0.7977039
  0.6262626  0.040495960  0.9957500  0.0115693638  0.7982185
  0.6262626  0.045545455  0.9966180  0.0099960595  0.7989418
  0.6262626  0.050594949  0.9975285  0.0081930360  0.7996381
  0.6262626  0.055644444  0.9982644  0.0066993970  0.8001525
  0.6262626  0.060693939  0.9987892  0.0054749913  0.8004788
  0.6262626  0.065743434  0.9991695  0.0041973973  0.8006916
  0.6262626  0.070792929  0.9994286  0.0026735523  0.8008297
  0.6262626  0.075842424  0.9995398  0.0019291440  0.8008518
  0.6262626  0.080891919  0.9995988  0.0018643767  0.8008463
  0.6262626  0.085941414  0.9996415  0.0016149792  0.8008573
  0.6262626  0.090990909  0.9996654  0.0009910620  0.8008551
  0.6262626  0.096040404  0.9996574  0.0001282165  0.8008488
  0.6262626  0.101089899  0.9996462  0.0001282165  0.8008396
  0.6262626  0.106139394  0.9996423           NaN  0.8008347
  0.6262626  0.111188889  0.9996423           NaN  0.8008347
  0.6262626  0.116238384  0.9996423           NaN  0.8008347
  0.6262626  0.121287879  0.9996423           NaN  0.8008347
  0.6262626  0.126337374  0.9996423           NaN  0.8008347
  0.6262626  0.131386869  0.9996423           NaN  0.8008347
  0.6262626  0.136436364  0.9996423           NaN  0.8008347
  0.6262626  0.141485859  0.9996423           NaN  0.8008347
  0.6262626  0.146535354  0.9996423           NaN  0.8008347
  0.6262626  0.151584848  0.9996423           NaN  0.8008347
  0.6262626  0.156634343  0.9996423           NaN  0.8008347
  0.6262626  0.161683838  0.9996423           NaN  0.8008347
  0.6262626  0.166733333  0.9996423           NaN  0.8008347
  0.6262626  0.171782828  0.9996423           NaN  0.8008347
  0.6262626  0.176832323  0.9996423           NaN  0.8008347
  0.6262626  0.181881818  0.9996423           NaN  0.8008347
  0.6262626  0.186931313  0.9996423           NaN  0.8008347
  0.6262626  0.191980808  0.9996423           NaN  0.8008347
  0.6262626  0.197030303  0.9996423           NaN  0.8008347
  0.6262626  0.202079798  0.9996423           NaN  0.8008347
  0.6262626  0.207129293  0.9996423           NaN  0.8008347
  0.6262626  0.212178788  0.9996423           NaN  0.8008347
  0.6262626  0.217228283  0.9996423           NaN  0.8008347
  0.6262626  0.222277778  0.9996423           NaN  0.8008347
  0.6262626  0.227327273  0.9996423           NaN  0.8008347
  0.6262626  0.232376768  0.9996423           NaN  0.8008347
  0.6262626  0.237426263  0.9996423           NaN  0.8008347
  0.6262626  0.242475758  0.9996423           NaN  0.8008347
  0.6262626  0.247525253  0.9996423           NaN  0.8008347
  0.6262626  0.252574747  0.9996423           NaN  0.8008347
  0.6262626  0.257624242  0.9996423           NaN  0.8008347
  0.6262626  0.262673737  0.9996423           NaN  0.8008347
  0.6262626  0.267723232  0.9996423           NaN  0.8008347
  0.6262626  0.272772727  0.9996423           NaN  0.8008347
  0.6262626  0.277822222  0.9996423           NaN  0.8008347
  0.6262626  0.282871717  0.9996423           NaN  0.8008347
  0.6262626  0.287921212  0.9996423           NaN  0.8008347
  0.6262626  0.292970707  0.9996423           NaN  0.8008347
  0.6262626  0.298020202  0.9996423           NaN  0.8008347
  0.6262626  0.303069697  0.9996423           NaN  0.8008347
  0.6262626  0.308119192  0.9996423           NaN  0.8008347
  0.6262626  0.313168687  0.9996423           NaN  0.8008347
  0.6262626  0.318218182  0.9996423           NaN  0.8008347
  0.6262626  0.323267677  0.9996423           NaN  0.8008347
  0.6262626  0.328317172  0.9996423           NaN  0.8008347
  0.6262626  0.333366667  0.9996423           NaN  0.8008347
  0.6262626  0.338416162  0.9996423           NaN  0.8008347
  0.6262626  0.343465657  0.9996423           NaN  0.8008347
  0.6262626  0.348515152  0.9996423           NaN  0.8008347
  0.6262626  0.353564646  0.9996423           NaN  0.8008347
  0.6262626  0.358614141  0.9996423           NaN  0.8008347
  0.6262626  0.363663636  0.9996423           NaN  0.8008347
  0.6262626  0.368713131  0.9996423           NaN  0.8008347
  0.6262626  0.373762626  0.9996423           NaN  0.8008347
  0.6262626  0.378812121  0.9996423           NaN  0.8008347
  0.6262626  0.383861616  0.9996423           NaN  0.8008347
  0.6262626  0.388911111  0.9996423           NaN  0.8008347
  0.6262626  0.393960606  0.9996423           NaN  0.8008347
  0.6262626  0.399010101  0.9996423           NaN  0.8008347
  0.6262626  0.404059596  0.9996423           NaN  0.8008347
  0.6262626  0.409109091  0.9996423           NaN  0.8008347
  0.6262626  0.414158586  0.9996423           NaN  0.8008347
  0.6262626  0.419208081  0.9996423           NaN  0.8008347
  0.6262626  0.424257576  0.9996423           NaN  0.8008347
  0.6262626  0.429307071  0.9996423           NaN  0.8008347
  0.6262626  0.434356566  0.9996423           NaN  0.8008347
  0.6262626  0.439406061  0.9996423           NaN  0.8008347
  0.6262626  0.444455556  0.9996423           NaN  0.8008347
  0.6262626  0.449505051  0.9996423           NaN  0.8008347
  0.6262626  0.454554545  0.9996423           NaN  0.8008347
  0.6262626  0.459604040  0.9996423           NaN  0.8008347
  0.6262626  0.464653535  0.9996423           NaN  0.8008347
  0.6262626  0.469703030  0.9996423           NaN  0.8008347
  0.6262626  0.474752525  0.9996423           NaN  0.8008347
  0.6262626  0.479802020  0.9996423           NaN  0.8008347
  0.6262626  0.484851515  0.9996423           NaN  0.8008347
  0.6262626  0.489901010  0.9996423           NaN  0.8008347
  0.6262626  0.494950505  0.9996423           NaN  0.8008347
  0.6262626  0.500000000  0.9996423           NaN  0.8008347
  0.6313131  0.000100000  1.0155174  0.0100352390  0.8122785
  0.6313131  0.005149495  1.0077263  0.0106217505  0.8063019
  0.6313131  0.010198990  1.0023541  0.0110453166  0.8024009
  0.6313131  0.015248485  0.9992109  0.0109796534  0.8000244
  0.6313131  0.020297980  0.9972892  0.0111166491  0.7985938
  0.6313131  0.025347475  0.9960932  0.0113947411  0.7979421
  0.6313131  0.030396970  0.9953972  0.0118899267  0.7976594
  0.6313131  0.035446465  0.9952941  0.0121809060  0.7977208
  0.6313131  0.040495960  0.9958005  0.0114833385  0.7982637
  0.6313131  0.045545455  0.9966828  0.0098746496  0.7989923
  0.6313131  0.050594949  0.9975977  0.0080525502  0.7996868
  0.6313131  0.055644444  0.9983196  0.0065723420  0.8001907
  0.6313131  0.060693939  0.9988319  0.0053532277  0.8005053
  0.6313131  0.065743434  0.9992023  0.0040210094  0.8007103
  0.6313131  0.070792929  0.9994488  0.0025040333  0.8008385
  0.6313131  0.075842424  0.9995488  0.0018784676  0.8008506
  0.6313131  0.080891919  0.9996058  0.0018470768  0.8008473
  0.6313131  0.085941414  0.9996460  0.0016111968  0.8008567
  0.6313131  0.090990909  0.9996655  0.0009780979  0.8008559
  0.6313131  0.096040404  0.9996555  0.0001282147  0.8008474
  0.6313131  0.101089899  0.9996447  0.0001282147  0.8008381
  0.6313131  0.106139394  0.9996423           NaN  0.8008347
  0.6313131  0.111188889  0.9996423           NaN  0.8008347
  0.6313131  0.116238384  0.9996423           NaN  0.8008347
  0.6313131  0.121287879  0.9996423           NaN  0.8008347
  0.6313131  0.126337374  0.9996423           NaN  0.8008347
  0.6313131  0.131386869  0.9996423           NaN  0.8008347
  0.6313131  0.136436364  0.9996423           NaN  0.8008347
  0.6313131  0.141485859  0.9996423           NaN  0.8008347
  0.6313131  0.146535354  0.9996423           NaN  0.8008347
  0.6313131  0.151584848  0.9996423           NaN  0.8008347
  0.6313131  0.156634343  0.9996423           NaN  0.8008347
  0.6313131  0.161683838  0.9996423           NaN  0.8008347
  0.6313131  0.166733333  0.9996423           NaN  0.8008347
  0.6313131  0.171782828  0.9996423           NaN  0.8008347
  0.6313131  0.176832323  0.9996423           NaN  0.8008347
  0.6313131  0.181881818  0.9996423           NaN  0.8008347
  0.6313131  0.186931313  0.9996423           NaN  0.8008347
  0.6313131  0.191980808  0.9996423           NaN  0.8008347
  0.6313131  0.197030303  0.9996423           NaN  0.8008347
  0.6313131  0.202079798  0.9996423           NaN  0.8008347
  0.6313131  0.207129293  0.9996423           NaN  0.8008347
  0.6313131  0.212178788  0.9996423           NaN  0.8008347
  0.6313131  0.217228283  0.9996423           NaN  0.8008347
  0.6313131  0.222277778  0.9996423           NaN  0.8008347
  0.6313131  0.227327273  0.9996423           NaN  0.8008347
  0.6313131  0.232376768  0.9996423           NaN  0.8008347
  0.6313131  0.237426263  0.9996423           NaN  0.8008347
  0.6313131  0.242475758  0.9996423           NaN  0.8008347
  0.6313131  0.247525253  0.9996423           NaN  0.8008347
  0.6313131  0.252574747  0.9996423           NaN  0.8008347
  0.6313131  0.257624242  0.9996423           NaN  0.8008347
  0.6313131  0.262673737  0.9996423           NaN  0.8008347
  0.6313131  0.267723232  0.9996423           NaN  0.8008347
  0.6313131  0.272772727  0.9996423           NaN  0.8008347
  0.6313131  0.277822222  0.9996423           NaN  0.8008347
  0.6313131  0.282871717  0.9996423           NaN  0.8008347
  0.6313131  0.287921212  0.9996423           NaN  0.8008347
  0.6313131  0.292970707  0.9996423           NaN  0.8008347
  0.6313131  0.298020202  0.9996423           NaN  0.8008347
  0.6313131  0.303069697  0.9996423           NaN  0.8008347
  0.6313131  0.308119192  0.9996423           NaN  0.8008347
  0.6313131  0.313168687  0.9996423           NaN  0.8008347
  0.6313131  0.318218182  0.9996423           NaN  0.8008347
  0.6313131  0.323267677  0.9996423           NaN  0.8008347
  0.6313131  0.328317172  0.9996423           NaN  0.8008347
  0.6313131  0.333366667  0.9996423           NaN  0.8008347
  0.6313131  0.338416162  0.9996423           NaN  0.8008347
  0.6313131  0.343465657  0.9996423           NaN  0.8008347
  0.6313131  0.348515152  0.9996423           NaN  0.8008347
  0.6313131  0.353564646  0.9996423           NaN  0.8008347
  0.6313131  0.358614141  0.9996423           NaN  0.8008347
  0.6313131  0.363663636  0.9996423           NaN  0.8008347
  0.6313131  0.368713131  0.9996423           NaN  0.8008347
  0.6313131  0.373762626  0.9996423           NaN  0.8008347
  0.6313131  0.378812121  0.9996423           NaN  0.8008347
  0.6313131  0.383861616  0.9996423           NaN  0.8008347
  0.6313131  0.388911111  0.9996423           NaN  0.8008347
  0.6313131  0.393960606  0.9996423           NaN  0.8008347
  0.6313131  0.399010101  0.9996423           NaN  0.8008347
  0.6313131  0.404059596  0.9996423           NaN  0.8008347
  0.6313131  0.409109091  0.9996423           NaN  0.8008347
  0.6313131  0.414158586  0.9996423           NaN  0.8008347
  0.6313131  0.419208081  0.9996423           NaN  0.8008347
  0.6313131  0.424257576  0.9996423           NaN  0.8008347
  0.6313131  0.429307071  0.9996423           NaN  0.8008347
  0.6313131  0.434356566  0.9996423           NaN  0.8008347
  0.6313131  0.439406061  0.9996423           NaN  0.8008347
  0.6313131  0.444455556  0.9996423           NaN  0.8008347
  0.6313131  0.449505051  0.9996423           NaN  0.8008347
  0.6313131  0.454554545  0.9996423           NaN  0.8008347
  0.6313131  0.459604040  0.9996423           NaN  0.8008347
  0.6313131  0.464653535  0.9996423           NaN  0.8008347
  0.6313131  0.469703030  0.9996423           NaN  0.8008347
  0.6313131  0.474752525  0.9996423           NaN  0.8008347
  0.6313131  0.479802020  0.9996423           NaN  0.8008347
  0.6313131  0.484851515  0.9996423           NaN  0.8008347
  0.6313131  0.489901010  0.9996423           NaN  0.8008347
  0.6313131  0.494950505  0.9996423           NaN  0.8008347
  0.6313131  0.500000000  0.9996423           NaN  0.8008347
  0.6363636  0.000100000  1.0155175  0.0100352408  0.8122785
  0.6363636  0.005149495  1.0076742  0.0106269464  0.8062641
  0.6363636  0.010198990  1.0022907  0.0110458924  0.8023564
  0.6363636  0.015248485  0.9991530  0.0109803540  0.7999766
  0.6363636  0.020297980  0.9972453  0.0111207090  0.7985680
  0.6363636  0.025347475  0.9960550  0.0114143603  0.7979244
  0.6363636  0.030396970  0.9953798  0.0119117545  0.7976517
  0.6363636  0.035446465  0.9953045  0.0121820268  0.7977398
  0.6363636  0.040495960  0.9958519  0.0113976692  0.7983101
  0.6363636  0.045545455  0.9967487  0.0097489341  0.7990436
  0.6363636  0.050594949  0.9976645  0.0079263688  0.7997339
  0.6363636  0.055644444  0.9983721  0.0064617478  0.8002264
  0.6363636  0.060693939  0.9988742  0.0052318952  0.8005319
  0.6363636  0.065743434  0.9992333  0.0038689337  0.8007290
  0.6363636  0.070792929  0.9994670  0.0023399499  0.8008448
  0.6363636  0.075842424  0.9995582  0.0018210281  0.8008495
  0.6363636  0.080891919  0.9996127  0.0018307719  0.8008483
  0.6363636  0.085941414  0.9996505  0.0016066513  0.8008559
  0.6363636  0.090990909  0.9996658  0.0009637891  0.8008568
  0.6363636  0.096040404  0.9996537  0.0001282128  0.8008460
  0.6363636  0.101089899  0.9996433  0.0001896532  0.8008372
  0.6363636  0.106139394  0.9996423           NaN  0.8008347
  0.6363636  0.111188889  0.9996423           NaN  0.8008347
  0.6363636  0.116238384  0.9996423           NaN  0.8008347
  0.6363636  0.121287879  0.9996423           NaN  0.8008347
  0.6363636  0.126337374  0.9996423           NaN  0.8008347
  0.6363636  0.131386869  0.9996423           NaN  0.8008347
  0.6363636  0.136436364  0.9996423           NaN  0.8008347
  0.6363636  0.141485859  0.9996423           NaN  0.8008347
  0.6363636  0.146535354  0.9996423           NaN  0.8008347
  0.6363636  0.151584848  0.9996423           NaN  0.8008347
  0.6363636  0.156634343  0.9996423           NaN  0.8008347
  0.6363636  0.161683838  0.9996423           NaN  0.8008347
  0.6363636  0.166733333  0.9996423           NaN  0.8008347
  0.6363636  0.171782828  0.9996423           NaN  0.8008347
  0.6363636  0.176832323  0.9996423           NaN  0.8008347
  0.6363636  0.181881818  0.9996423           NaN  0.8008347
  0.6363636  0.186931313  0.9996423           NaN  0.8008347
  0.6363636  0.191980808  0.9996423           NaN  0.8008347
  0.6363636  0.197030303  0.9996423           NaN  0.8008347
  0.6363636  0.202079798  0.9996423           NaN  0.8008347
  0.6363636  0.207129293  0.9996423           NaN  0.8008347
  0.6363636  0.212178788  0.9996423           NaN  0.8008347
  0.6363636  0.217228283  0.9996423           NaN  0.8008347
  0.6363636  0.222277778  0.9996423           NaN  0.8008347
  0.6363636  0.227327273  0.9996423           NaN  0.8008347
  0.6363636  0.232376768  0.9996423           NaN  0.8008347
  0.6363636  0.237426263  0.9996423           NaN  0.8008347
  0.6363636  0.242475758  0.9996423           NaN  0.8008347
  0.6363636  0.247525253  0.9996423           NaN  0.8008347
  0.6363636  0.252574747  0.9996423           NaN  0.8008347
  0.6363636  0.257624242  0.9996423           NaN  0.8008347
  0.6363636  0.262673737  0.9996423           NaN  0.8008347
  0.6363636  0.267723232  0.9996423           NaN  0.8008347
  0.6363636  0.272772727  0.9996423           NaN  0.8008347
  0.6363636  0.277822222  0.9996423           NaN  0.8008347
  0.6363636  0.282871717  0.9996423           NaN  0.8008347
  0.6363636  0.287921212  0.9996423           NaN  0.8008347
  0.6363636  0.292970707  0.9996423           NaN  0.8008347
  0.6363636  0.298020202  0.9996423           NaN  0.8008347
  0.6363636  0.303069697  0.9996423           NaN  0.8008347
  0.6363636  0.308119192  0.9996423           NaN  0.8008347
  0.6363636  0.313168687  0.9996423           NaN  0.8008347
