glmnet 

3836 samples
 256 predictor

No pre-processing
Resampling: Cross-Validated (10 fold) 
Summary of sample sizes: 3452, 3452, 3452, 3453, 3454, 3453, ... 
Resampling results across tuning parameters:

  alpha      lambda       RMSE      Rsquared     MAE     
  0.5757576  0.166733333  25.07755  0.009327839  20.06710
  0.5757576  0.171782828  25.07060  0.009342031  20.06142
  0.5757576  0.176832323  25.06375  0.009356063  20.05580
  0.5757576  0.181881818  25.05695  0.009371047  20.05020
  0.5757576  0.186931313  25.05019  0.009387284  20.04453
  0.5757576  0.191980808  25.04350  0.009404439  20.03887
  0.5757576  0.197030303  25.03691  0.009420423  20.03336
  0.5757576  0.202079798  25.03032  0.009439353  20.02787
  0.5757576  0.207129293  25.02367  0.009462395  20.02229
  0.5757576  0.212178788  25.01711  0.009485961  20.01678
  0.5757576  0.217228283  25.01058  0.009511509  20.01127
  0.5757576  0.222277778  25.00411  0.009538297  20.00575
  0.5757576  0.227327273  24.99769  0.009566597  20.00021
  0.5757576  0.232376768  24.99138  0.009594416  19.99476
  0.5757576  0.237426263  24.98509  0.009624317  19.98933
  0.5757576  0.242475758  24.97892  0.009653683  19.98406
  0.5757576  0.247525253  24.97283  0.009683931  19.97880
  0.5757576  0.252574747  24.96679  0.009715469  19.97357
  0.5757576  0.257624242  24.96089  0.009746442  19.96851
  0.5757576  0.262673737  24.95509  0.009777277  19.96364
  0.5757576  0.267723232  24.94934  0.009808943  19.95882
  0.5757576  0.272772727  24.94367  0.009839282  19.95402
  0.5757576  0.277822222  24.93801  0.009871751  19.94922
  0.5757576  0.282871717  24.93237  0.009906037  19.94445
  0.5757576  0.287921212  24.92679  0.009940976  19.93967
  0.5757576  0.292970707  24.92127  0.009976875  19.93490
  0.5757576  0.298020202  24.91591  0.010009250  19.93015
  0.5757576  0.303069697  24.91064  0.010040997  19.92543
  0.5757576  0.308119192  24.90543  0.010073127  19.92069
  0.5757576  0.313168687  24.90028  0.010105909  19.91595
  0.5757576  0.318218182  24.89522  0.010137599  19.91130
  0.5757576  0.323267677  24.89025  0.010168218  19.90671
  0.5757576  0.328317172  24.88537  0.010197532  19.90222
  0.5757576  0.333366667  24.88057  0.010226762  19.89782
  0.5757576  0.338416162  24.87587  0.010254355  19.89349
  0.5757576  0.343465657  24.87128  0.010280408  19.88918
  0.5757576  0.348515152  24.86677  0.010305709  19.88496
  0.5757576  0.353564646  24.86233  0.010331281  19.88086
  0.5757576  0.358614141  24.85795  0.010357909  19.87686
  0.5757576  0.363663636  24.85366  0.010383590  19.87302
  0.5757576  0.368713131  24.84946  0.010410284  19.86933
  0.5757576  0.373762626  24.84534  0.010436788  19.86568
  0.5757576  0.378812121  24.84131  0.010461171  19.86211
  0.5757576  0.383861616  24.83737  0.010483902  19.85854
  0.5757576  0.388911111  24.83343  0.010507999  19.85496
  0.5757576  0.393960606  24.82957  0.010530647  19.85147
  0.5757576  0.399010101  24.82577  0.010553270  19.84802
  0.5757576  0.404059596  24.82206  0.010576033  19.84473
  0.5757576  0.409109091  24.81839  0.010600114  19.84144
  0.5757576  0.414158586  24.81477  0.010624435  19.83824
  0.5757576  0.419208081  24.81123  0.010648165  19.83506
  0.5757576  0.424257576  24.80771  0.010672832  19.83193
  0.5757576  0.429307071  24.80424  0.010696775  19.82880
  0.5757576  0.434356566  24.80090  0.010716055  19.82590
  0.5757576  0.439406061  24.79764  0.010734215  19.82306
  0.5757576  0.444455556  24.79442  0.010752070  19.82028
  0.5757576  0.449505051  24.79125  0.010770089  19.81752
  0.5757576  0.454554545  24.78811  0.010788135  19.81484
  0.5757576  0.459604040  24.78504  0.010805062  19.81220
  0.5757576  0.464653535  24.78200  0.010821994  19.80965
  0.5757576  0.469703030  24.77897  0.010839862  19.80707
  0.5757576  0.474752525  24.77601  0.010856318  19.80458
  0.5757576  0.479802020  24.77314  0.010870887  19.80215
  0.5757576  0.484851515  24.77034  0.010885485  19.79975
  0.5757576  0.489901010  24.76761  0.010899382  19.79741
  0.5757576  0.494950505  24.76496  0.010912660  19.79512
  0.5757576  0.500000000  24.76236  0.010925725  19.79285
  0.5808081  0.000100000  25.35925  0.008838042  20.29010
  0.5808081  0.005149495  25.35881  0.008838827  20.28979
  0.5808081  0.010198990  25.34821  0.008852194  20.28182
  0.5808081  0.015248485  25.33778  0.008864573  20.27394
  0.5808081  0.020297980  25.32744  0.008878194  20.26620
  0.5808081  0.025347475  25.31717  0.008892581  20.25849
  0.5808081  0.030396970  25.30702  0.008907457  20.25081
  0.5808081  0.035446465  25.29697  0.008921577  20.24317
  0.5808081  0.040495960  25.28699  0.008936530  20.23556
  0.5808081  0.045545455  25.27709  0.008952860  20.22800
  0.5808081  0.050594949  25.26729  0.008969502  20.22052
  0.5808081  0.055644444  25.25764  0.008986697  20.21311
  0.5808081  0.060693939  25.24815  0.009003265  20.20584
  0.5808081  0.065743434  25.23883  0.009018820  20.19857
  0.5808081  0.070792929  25.22954  0.009034812  20.19126
  0.5808081  0.075842424  25.22026  0.009052123  20.18405
  0.5808081  0.080891919  25.21122  0.009070394  20.17704
  0.5808081  0.085941414  25.20237  0.009088122  20.17008
  0.5808081  0.090990909  25.19356  0.009105427  20.16311
  0.5808081  0.096040404  25.18487  0.009122387  20.15611
  0.5808081  0.101089899  25.17622  0.009140513  20.14914
  0.5808081  0.106139394  25.16766  0.009159514  20.14216
  0.5808081  0.111188889  25.15916  0.009179674  20.13522
  0.5808081  0.116238384  25.15082  0.009198559  20.12835
  0.5808081  0.121287879  25.14259  0.009217558  20.12152
  0.5808081  0.126337374  25.13462  0.009232599  20.11480
  0.5808081  0.131386869  25.12681  0.009245879  20.10826
  0.5808081  0.136436364  25.11916  0.009258513  20.10188
  0.5808081  0.141485859  25.11163  0.009270461  20.09555
  0.5808081  0.146535354  25.10423  0.009281877  20.08937
  0.5808081  0.151584848  25.09696  0.009292380  20.08325
  0.5808081  0.156634343  25.08976  0.009305532  20.07721
  0.5808081  0.161683838  25.08265  0.009318227  20.07125
  0.5808081  0.166733333  25.07560  0.009332053  20.06550
  0.5808081  0.171782828  25.06862  0.009346303  20.05979
  0.5808081  0.176832323  25.06173  0.009360645  20.05413
  0.5808081  0.181881818  25.05489  0.009375821  20.04849
  0.5808081  0.186931313  25.04809  0.009392961  20.04275
  0.5808081  0.191980808  25.04137  0.009409969  20.03708
  0.5808081  0.197030303  25.03475  0.009426329  20.03157
  0.5808081  0.202079798  25.02806  0.009447229  20.02598
  0.5808081  0.207129293  25.02138  0.009470999  20.02037
  0.5808081  0.212178788  25.01478  0.009495280  20.01482
  0.5808081  0.217228283  25.00821  0.009521663  20.00925
  0.5808081  0.222277778  25.00170  0.009549143  20.00368
  0.5808081  0.227327273  24.99526  0.009577934  19.99812
  0.5808081  0.232376768  24.98892  0.009606471  19.99263
  0.5808081  0.237426263  24.98261  0.009636905  19.98720
  0.5808081  0.242475758  24.97643  0.009666134  19.98193
  0.5808081  0.247525253  24.97030  0.009697528  19.97660
  0.5808081  0.252574747  24.96427  0.009729554  19.97139
  0.5808081  0.257624242  24.95838  0.009760013  19.96637
  0.5808081  0.262673737  24.95254  0.009791864  19.96151
  0.5808081  0.267723232  24.94680  0.009822237  19.95668
  0.5808081  0.272772727  24.94107  0.009854553  19.95181
  0.5808081  0.277822222  24.93537  0.009888242  19.94699
  0.5808081  0.282871717  24.92971  0.009923097  19.94218
  0.5808081  0.287921212  24.92410  0.009959137  19.93735
  0.5808081  0.292970707  24.91861  0.009993649  19.93256
  0.5808081  0.298020202  24.91326  0.010025765  19.92777
  0.5808081  0.303069697  24.90798  0.010057936  19.92301
  0.5808081  0.308119192  24.90275  0.010090765  19.91823
  0.5808081  0.313168687  24.89759  0.010123588  19.91347
  0.5808081  0.318218182  24.89255  0.010154806  19.90883
  0.5808081  0.323267677  24.88759  0.010184805  19.90426
  0.5808081  0.328317172  24.88271  0.010214271  19.89978
  0.5808081  0.333366667  24.87791  0.010243408  19.89538
  0.5808081  0.338416162  24.87325  0.010269785  19.89102
  0.5808081  0.343465657  24.86867  0.010295474  19.88673
  0.5808081  0.348515152  24.86416  0.010321300  19.88253
  0.5808081  0.353564646  24.85971  0.010347966  19.87846
  0.5808081  0.358614141  24.85535  0.010374027  19.87452
  0.5808081  0.363663636  24.85108  0.010400239  19.87077
  0.5808081  0.368713131  24.84690  0.010427374  19.86705
  0.5808081  0.373762626  24.84278  0.010453881  19.86341
  0.5808081  0.378812121  24.83880  0.010475944  19.85984
  0.5808081  0.383861616  24.83481  0.010500294  19.85621
  0.5808081  0.388911111  24.83090  0.010523347  19.85267
  0.5808081  0.393960606  24.82704  0.010546241  19.84918
  0.5808081  0.399010101  24.82327  0.010569035  19.84581
  0.5808081  0.404059596  24.81955  0.010592876  19.84248
  0.5808081  0.409109091  24.81589  0.010617543  19.83924
  0.5808081  0.414158586  24.81230  0.010641458  19.83601
  0.5808081  0.419208081  24.80874  0.010666058  19.83286
  0.5808081  0.424257576  24.80522  0.010690686  19.82968
  0.5808081  0.429307071  24.80182  0.010711445  19.82669
  0.5808081  0.434356566  24.79851  0.010729864  19.82382
  0.5808081  0.439406061  24.79526  0.010747857  19.82100
  0.5808081  0.444455556  24.79204  0.010765979  19.81820
  0.5808081  0.449505051  24.78887  0.010784360  19.81549
  0.5808081  0.454554545  24.78576  0.010801629  19.81280
  0.5808081  0.459604040  24.78269  0.010818552  19.81023
  0.5808081  0.464653535  24.77962  0.010836405  19.80763
  0.5808081  0.469703030  24.77662  0.010853682  19.80508
  0.5808081  0.474752525  24.77371  0.010868453  19.80263
  0.5808081  0.479802020  24.77087  0.010883085  19.80021
  0.5808081  0.484851515  24.76811  0.010897109  19.79784
  0.5808081  0.489901010  24.76542  0.010910844  19.79552
  0.5808081  0.494950505  24.76279  0.010923942  19.79322
  0.5808081  0.500000000  24.76020  0.010937313  19.79094
  0.5858586  0.000100000  25.35925  0.008838044  20.29011
  0.5858586  0.005149495  25.35871  0.008838951  20.28972
  0.5858586  0.010198990  25.34804  0.008852423  20.28169
  0.5858586  0.015248485  25.33752  0.008864919  20.27375
  0.5858586  0.020297980  25.32709  0.008878670  20.26594
  0.5858586  0.025347475  25.31675  0.008893259  20.25817
  0.5858586  0.030396970  25.30651  0.008908224  20.25042
  0.5858586  0.035446465  25.29638  0.008922458  20.24273
  0.5858586  0.040495960  25.28633  0.008937616  20.23506
  0.5858586  0.045545455  25.27634  0.008954214  20.22744
  0.5858586  0.050594949  25.26647  0.008970934  20.21989
  0.5858586  0.055644444  25.25676  0.008988357  20.21244
  0.5858586  0.060693939  25.24720  0.009005002  20.20511
  0.5858586  0.065743434  25.23782  0.009020645  20.19778
  0.5858586  0.070792929  25.22844  0.009036943  20.19040
  0.5858586  0.075842424  25.21911  0.009054565  20.18317
  0.5858586  0.080891919  25.21002  0.009072982  20.17611
  0.5858586  0.085941414  25.20111  0.009090832  20.16909
  0.5858586  0.090990909  25.19225  0.009108106  20.16205
  0.5858586  0.096040404  25.18348  0.009125494  20.15501
  0.5858586  0.101089899  25.17478  0.009143688  20.14797
  0.5858586  0.106139394  25.16616  0.009163225  20.14095
  0.5858586  0.111188889  25.15761  0.009183486  20.13395
  0.5858586  0.116238384  25.14921  0.009202587  20.12702
  0.5858586  0.121287879  25.14097  0.009221211  20.12016
  0.5858586  0.126337374  25.13297  0.009235502  20.11342
  0.5858586  0.131386869  25.12513  0.009248868  20.10686
  0.5858586  0.136436364  25.11744  0.009261354  20.10045
  0.5858586  0.141485859  25.10987  0.009273412  20.09409
  0.5858586  0.146535354  25.10245  0.009284619  20.08789
  0.5858586  0.151584848  25.09514  0.009295870  20.08173
  0.5858586  0.156634343  25.08790  0.009309041  20.07566
  0.5858586  0.161683838  25.08076  0.009322053  20.06971
  0.5858586  0.166733333  25.07366  0.009336314  20.06392
  0.5858586  0.171782828  25.06665  0.009350545  20.05818
  0.5858586  0.176832323  25.05971  0.009365386  20.05248
  0.5858586  0.181881818  25.05283  0.009381025  20.04676
  0.5858586  0.186931313  25.04600  0.009398606  20.04096
  0.5858586  0.191980808  25.03925  0.009415291  20.03531
  0.5858586  0.197030303  25.03257  0.009433038  20.02975
  0.5858586  0.202079798  25.02581  0.009455503  20.02409
  0.5858586  0.207129293  25.01909  0.009479630  20.01845
  0.5858586  0.212178788  25.01245  0.009504668  20.01286
  0.5858586  0.217228283  25.00585  0.009531826  20.00724
  0.5858586  0.222277778  24.99931  0.009560244  20.00161
  0.5858586  0.227327273  24.99285  0.009588846  19.99604
  0.5858586  0.232376768  24.98647  0.009618561  19.99051
  0.5858586  0.237426263  24.98016  0.009648826  19.98512
  0.5858586  0.242475758  24.97395  0.009679126  19.97977
  0.5858586  0.247525253  24.96780  0.009711155  19.97444
  0.5858586  0.252574747  24.96178  0.009742909  19.96926
  0.5858586  0.257624242  24.95586  0.009774104  19.96429
  0.5858586  0.262673737  24.95000  0.009806527  19.95938
  0.5858586  0.267723232  24.94423  0.009837182  19.95450
  0.5858586  0.272772727  24.93848  0.009870145  19.94961
  0.5858586  0.277822222  24.93273  0.009904972  19.94476
  0.5858586  0.282871717  24.92706  0.009940488  19.93990
  0.5858586  0.287921212  24.92144  0.009977026  19.93504
  0.5858586  0.292970707  24.91598  0.010009962  19.93021
  0.5858586  0.298020202  24.91062  0.010042275  19.92541
  0.5858586  0.303069697  24.90533  0.010075017  19.92059
  0.5858586  0.308119192  24.90009  0.010108347  19.91577
  0.5858586  0.313168687  24.89495  0.010140479  19.91105
  0.5858586  0.318218182  24.88990  0.010171494  19.90638
  0.5858586  0.323267677  24.88494  0.010201303  19.90182
  0.5858586  0.328317172  24.88006  0.010231110  19.89736
  0.5858586  0.333366667  24.87531  0.010258673  19.89295
  0.5858586  0.338416162  24.87065  0.010285017  19.88859
  0.5858586  0.343465657  24.86607  0.010310867  19.88430
  0.5858586  0.348515152  24.86156  0.010337181  19.88015
  0.5858586  0.353564646  24.85713  0.010363989  19.87612
  0.5858586  0.358614141  24.85278  0.010390109  19.87226
  0.5858586  0.363663636  24.84853  0.010417601  19.86850
  0.5858586  0.368713131  24.84435  0.010444399  19.86480
  0.5858586  0.373762626  24.84030  0.010467620  19.86121
  0.5858586  0.378812121  24.83628  0.010491791  19.85754
  0.5858586  0.383861616  24.83229  0.010515708  19.85393
  0.5858586  0.388911111  24.82838  0.010538787  19.85040
  0.5858586  0.393960606  24.82455  0.010561737  19.84694
  0.5858586  0.399010101  24.82079  0.010585253  19.84360
  0.5858586  0.404059596  24.81708  0.010610136  19.84028
  0.5858586  0.409109091  24.81343  0.010634497  19.83703
  0.5858586  0.414158586  24.80984  0.010658860  19.83384
  0.5858586  0.419208081  24.80627  0.010684167  19.83062
  0.5858586  0.424257576  24.80279  0.010706485  19.82753
  0.5858586  0.429307071  24.79944  0.010725165  19.82463
  0.5858586  0.434356566  24.79615  0.010743355  19.82176
  0.5858586  0.439406061  24.79290  0.010761524  19.81894
  0.5858586  0.444455556  24.78968  0.010780158  19.81619
  0.5858586  0.449505051  24.78653  0.010797863  19.81346
  0.5858586  0.454554545  24.78343  0.010814817  19.81085
  0.5858586  0.459604040  24.78033  0.010832609  19.80823
  0.5858586  0.464653535  24.77728  0.010850769  19.80563
  0.5858586  0.469703030  24.77433  0.010865750  19.80316
  0.5858586  0.474752525  24.77145  0.010880407  19.80071
  0.5858586  0.479802020  24.76866  0.010894665  19.79831
  0.5858586  0.484851515  24.76593  0.010908779  19.79595
  0.5858586  0.489901010  24.76326  0.010921897  19.79364
  0.5858586  0.494950505  24.76064  0.010935551  19.79134
  0.5858586  0.500000000  24.75807  0.010948325  19.78905
  0.5909091  0.000100000  25.35925  0.008838048  20.29011
  0.5909091  0.005149495  25.35862  0.008839076  20.28965
  0.5909091  0.010198990  25.34786  0.008852653  20.28155
  0.5909091  0.015248485  25.33725  0.008865267  20.27355
  0.5909091  0.020297980  25.32675  0.008879146  20.26568
  0.5909091  0.025347475  25.31632  0.008893932  20.25785
  0.5909091  0.030396970  25.30601  0.008908980  20.25004
  0.5909091  0.035446465  25.29579  0.008923358  20.24228
  0.5909091  0.040495960  25.28566  0.008938684  20.23455
  0.5909091  0.045545455  25.27560  0.008955560  20.22688
  0.5909091  0.050594949  25.26566  0.008972389  20.21927
  0.5909091  0.055644444  25.25588  0.008990020  20.21177
  0.5909091  0.060693939  25.24626  0.009006736  20.20437
  0.5909091  0.065743434  25.23682  0.009022472  20.19699
  0.5909091  0.070792929  25.22735  0.009039026  20.18955
  0.5909091  0.075842424  25.21797  0.009056953  20.18230
  0.5909091  0.080891919  25.20883  0.009075623  20.17518
  0.5909091  0.085941414  25.19985  0.009093422  20.16810
  0.5909091  0.090990909  25.19093  0.009110778  20.16100
  0.5909091  0.096040404  25.18210  0.009128624  20.15390
  0.5909091  0.101089899  25.17334  0.009147065  20.14679
  0.5909091  0.106139394  25.16466  0.009166927  20.13973
  0.5909091  0.111188889  25.15607  0.009187115  20.13269
  0.5909091  0.116238384  25.14762  0.009206613  20.12570
  0.5909091  0.121287879  25.13935  0.009224678  20.11880
  0.5909091  0.126337374  25.13133  0.009238407  20.11204
  0.5909091  0.131386869  25.12346  0.009251774  20.10546
  0.5909091  0.136436364  25.11574  0.009264230  20.09902
  0.5909091  0.141485859  25.10813  0.009276335  20.09263
  0.5909091  0.146535354  25.10068  0.009287329  20.08640
  0.5909091  0.151584848  25.09333  0.009299399  20.08020
  0.5909091  0.156634343  25.08605  0.009312625  20.07410
  0.5909091  0.161683838  25.07887  0.009325938  20.06818
  0.5909091  0.166733333  25.07172  0.009340441  20.06234
  0.5909091  0.171782828  25.06469  0.009354741  20.05657
  0.5909091  0.176832323  25.05770  0.009370111  20.05083
  0.5909091  0.181881818  25.05077  0.009386601  20.04503
  0.5909091  0.186931313  25.04390  0.009404237  20.03921
  0.5909091  0.191980808  25.03714  0.009420669  20.03356
  0.5909091  0.197030303  25.03037  0.009440143  20.02792
  0.5909091  0.202079798  25.02356  0.009463890  20.02220
  0.5909091  0.207129293  25.01683  0.009488170  20.01655
  0.5909091  0.212178788  25.01013  0.009514552  20.01089
  0.5909091  0.217228283  25.00350  0.009542205  20.00522
  0.5909091  0.222277778  24.99692  0.009571336  19.99955
  0.5909091  0.227327273  24.99046  0.009600090  19.99396
  0.5909091  0.232376768  24.98402  0.009631059  19.98840
  0.5909091  0.237426263  24.97772  0.009660696  19.98304
  0.5909091  0.242475758  24.97147  0.009692447  19.97762
  0.5909091  0.247525253  24.96531  0.009724971  19.97229
  0.5909091  0.252574747  24.95930  0.009756194  19.96715
  0.5909091  0.257624242  24.95336  0.009788390  19.96219
  0.5909091  0.262673737  24.94751  0.009819645  19.95727
  0.5909091  0.267723232  24.94168  0.009852167  19.95233
  0.5909091  0.272772727  24.93588  0.009886257  19.94743
  0.5909091  0.277822222  24.93012  0.009921694  19.94253
  0.5909091  0.282871717  24.92441  0.009958331  19.93762
  0.5909091  0.287921212  24.91883  0.009993517  19.93274
  0.5909091  0.292970707  24.91337  0.010026197  19.92788
  0.5909091  0.298020202  24.90800  0.010058930  19.92303
  0.5909091  0.303069697  24.90269  0.010092366  19.91816
  0.5909091  0.308119192  24.89745  0.010125652  19.91334
  0.5909091  0.313168687  24.89232  0.010157425  19.90861
  0.5909091  0.318218182  24.88728  0.010187804  19.90397
  0.5909091  0.323267677  24.88232  0.010217783  19.89942
  0.5909091  0.328317172  24.87746  0.010247151  19.89495
  0.5909091  0.333366667  24.87273  0.010273867  19.89053
  0.5909091  0.338416162  24.86808  0.010299936  19.88617
  0.5909091  0.343465657  24.86350  0.010326204  19.88193
  0.5909091  0.348515152  24.85899  0.010353477  19.87780
  0.5909091  0.353564646  24.85457  0.010379859  19.87383
  0.5909091  0.358614141  24.85025  0.010406938  19.87003
  0.5909091  0.363663636  24.84601  0.010434305  19.86627
  0.5909091  0.368713131  24.84186  0.010459799  19.86259
  0.5909091  0.373762626  24.83781  0.010482950  19.85893
  0.5909091  0.378812121  24.83377  0.010507678  19.85526
  0.5909091  0.383861616  24.82980  0.010530914  19.85168
  0.5909091  0.388911111  24.82590  0.010554116  19.84813
  0.5909091  0.393960606  24.82210  0.010577496  19.84476
  0.5909091  0.399010101  24.81833  0.010602281  19.84139
  0.5909091  0.404059596  24.81463  0.010627140  19.83811
  0.5909091  0.409109091  24.81099  0.010651547  19.83486
  0.5909091  0.414158586  24.80738  0.010677005  19.83163
  0.5909091  0.419208081  24.80383  0.010701170  19.82844
  0.5909091  0.424257576  24.80043  0.010720118  19.82549
  0.5909091  0.429307071  24.79709  0.010738642  19.82258
  0.5909091  0.434356566  24.79380  0.010756960  19.81973
  0.5909091  0.439406061  24.79055  0.010775612  19.81693
  0.5909091  0.444455556  24.78735  0.010793771  19.81417
  0.5909091  0.449505051  24.78422  0.010810991  19.81150
  0.5909091  0.454554545  24.78109  0.010828657  19.80888
  0.5909091  0.459604040  24.77800  0.010847343  19.80624
  0.5909091  0.464653535  24.77501  0.010862772  19.80373
  0.5909091  0.469703030  24.77208  0.010877565  19.80125
  0.5909091  0.474752525  24.76925  0.010892237  19.79881
  0.5909091  0.479802020  24.76648  0.010906467  19.79643
  0.5909091  0.484851515  24.76379  0.010919734  19.79409
  0.5909091  0.489901010  24.76113  0.010933531  19.79177
  0.5909091  0.494950505  24.75853  0.010946428  19.78946
  0.5909091  0.500000000  24.75596  0.010959698  19.78717
  0.5959596  0.000100000  25.35926  0.008838051  20.29011
  0.5959596  0.005149495  25.35853  0.008839201  20.28959
  0.5959596  0.010198990  25.34768  0.008852883  20.28142
  0.5959596  0.015248485  25.33699  0.008865610  20.27335
  0.5959596  0.020297980  25.32640  0.008879622  20.26542
  0.5959596  0.025347475  25.31589  0.008894601  20.25753
  0.5959596  0.030396970  25.30550  0.008909724  20.24965
  0.5959596  0.035446465  25.29521  0.008924253  20.24184
  0.5959596  0.040495960  25.28500  0.008939751  20.23404
  0.5959596  0.045545455  25.27486  0.008956903  20.22632
  0.5959596  0.050594949  25.26485  0.008973913  20.21865
  0.5959596  0.055644444  25.25500  0.008991702  20.21110
  0.5959596  0.060693939  25.24531  0.009008468  20.20364
  0.5959596  0.065743434  25.23582  0.009024293  20.19620
  0.5959596  0.070792929  25.22626  0.009041212  20.18869
  0.5959596  0.075842424  25.21683  0.009059312  20.18142
  0.5959596  0.080891919  25.20764  0.009078214  20.17425
  0.5959596  0.085941414  25.19859  0.009096011  20.16711
  0.5959596  0.090990909  25.18962  0.009113517  20.15994
  0.5959596  0.096040404  25.18072  0.009131743  20.15279
  0.5959596  0.101089899  25.17191  0.009150337  20.14562
  0.5959596  0.106139394  25.16316  0.009170653  20.13851
  0.5959596  0.111188889  25.15453  0.009190645  20.13142
  0.5959596  0.116238384  25.14603  0.009210590  20.12438
  0.5959596  0.121287879  25.13775  0.009227710  20.11745
  0.5959596  0.126337374  25.12970  0.009241293  20.11067
  0.5959596  0.131386869  25.12179  0.009254707  20.10407
  0.5959596  0.136436364  25.11403  0.009267140  20.09758
  0.5959596  0.141485859  25.10640  0.009279184  20.09119
  0.5959596  0.146535354  25.09892  0.009290068  20.08491
  0.5959596  0.151584848  25.09152  0.009302902  20.07869
  0.5959596  0.156634343  25.08421  0.009316050  20.07256
  0.5959596  0.161683838  25.07697  0.009329889  20.06663
  0.5959596  0.166733333  25.06980  0.009344540  20.06077
  0.5959596  0.171782828  25.06272  0.009359176  20.05496
  0.5959596  0.176832323  25.05570  0.009374707  20.04917
  0.5959596  0.181881818  25.04873  0.009392130  20.04329
  0.5959596  0.186931313  25.04182  0.009409654  20.03747
  0.5959596  0.191980808  25.03504  0.009426406  20.03181
  0.5959596  0.197030303  25.02818  0.009447869  20.02607
  0.5959596  0.202079798  25.02132  0.009472315  20.02032
  0.5959596  0.207129293  25.01455  0.009497283  20.01463
  0.5959596  0.212178788  25.00782  0.009524476  20.00892
  0.5959596  0.217228283  25.00115  0.009552880  20.00320
  0.5959596  0.222277778  24.99455  0.009582343  19.99751
  0.5959596  0.227327273  24.98805  0.009611921  19.99188
  0.5959596  0.232376768  24.98161  0.009642944  19.98635
  0.5959596  0.237426263  24.97529  0.009673314  19.98093
  0.5959596  0.242475758  24.96901  0.009705797  19.97548
  0.5959596  0.247525253  24.96286  0.009738358  19.97018
  0.5959596  0.252574747  24.95684  0.009769919  19.96509
  0.5959596  0.257624242  24.95087  0.009802793  19.96010
  0.5959596  0.262673737  24.94499  0.009833980  19.95514
  0.5959596  0.267723232  24.93913  0.009867384  19.95016
  0.5959596  0.272772727  24.93329  0.009902697  19.94523
  0.5959596  0.277822222  24.92751  0.009938769  19.94029
  0.5959596  0.282871717  24.92179  0.009975924  19.93535
  0.5959596  0.287921212  24.91624  0.010009554  19.93044
  0.5959596  0.292970707  24.91078  0.010042429  19.92555
  0.5959596  0.298020202  24.90540  0.010075750  19.92065
  0.5959596  0.303069697  24.90007  0.010109645  19.91575
  0.5959596  0.308119192  24.89485  0.010142272  19.91095
  0.5959596  0.313168687  24.88972  0.010173733  19.90621
  0.5959596  0.318218182  24.88468  0.010204045  19.90158
  0.5959596  0.323267677  24.87972  0.010234415  19.89704
  0.5959596  0.328317172  24.87490  0.010262071  19.89257
  0.5959596  0.333366667  24.87018  0.010288739  19.88814
  0.5959596  0.338416162  24.86553  0.010315112  19.88378
  0.5959596  0.343465657  24.86095  0.010342124  19.87958
  0.5959596  0.348515152  24.85645  0.010369156  19.87551
  0.5959596  0.353564646  24.85205  0.010395879  19.87162
  0.5959596  0.358614141  24.84775  0.010423723  19.86780
  0.5959596  0.363663636  24.84351  0.010451066  19.86405
  0.5959596  0.368713131  24.83941  0.010473952  19.86039
  0.5959596  0.373762626  24.83532  0.010498852  19.85667
  0.5959596  0.378812121  24.83129  0.010522614  19.85302
  0.5959596  0.383861616  24.82733  0.010546100  19.84944
  0.5959596  0.388911111  24.82347  0.010569475  19.84598
  0.5959596  0.393960606  24.81965  0.010593971  19.84257
  0.5959596  0.399010101  24.81589  0.010619261  19.83924
  0.5959596  0.404059596  24.81221  0.010643789  19.83593
  0.5959596  0.409109091  24.80856  0.010669136  19.83269
  0.5959596  0.414158586  24.80496  0.010694172  19.82944
  0.5959596  0.419208081  24.80149  0.010714716  19.82641
  0.5959596  0.424257576  24.79810  0.010733555  19.82346
  0.5959596  0.429307071  24.79477  0.010752051  19.82057
  0.5959596  0.434356566  24.79148  0.010770718  19.81771
  0.5959596  0.439406061  24.78824  0.010789354  19.81494
  0.5959596  0.444455556  24.78506  0.010806849  19.81221
  0.5959596  0.449505051  24.78191  0.010824472  19.80957
  0.5959596  0.454554545  24.77877  0.010843102  19.80690
  0.5959596  0.459604040  24.77573  0.010859516  19.80434
  0.5959596  0.464653535  24.77276  0.010874523  19.80183
  0.5959596  0.469703030  24.76989  0.010889559  19.79936
  0.5959596  0.474752525  24.76708  0.010903903  19.79694
  0.5959596  0.479802020  24.76435  0.010917379  19.79459
  0.5959596  0.484851515  24.76167  0.010931174  19.79224
  0.5959596  0.489901010  24.75904  0.010944361  19.78991
  0.5959596  0.494950505  24.75644  0.010957437  19.78759
  0.5959596  0.500000000  24.75384  0.010974691  19.78526
  0.6010101  0.000100000  25.35926  0.008838055  20.29012
  0.6010101  0.005149495  25.35844  0.008839328  20.28952
  0.6010101  0.010198990  25.34751  0.008853116  20.28129
  0.6010101  0.015248485  25.33673  0.008865956  20.27316
  0.6010101  0.020297980  25.32606  0.008880104  20.26517
  0.6010101  0.025347475  25.31546  0.008895270  20.25721
  0.6010101  0.030396970  25.30499  0.008910486  20.24927
  0.6010101  0.035446465  25.29462  0.008925177  20.24139
  0.6010101  0.040495960  25.28433  0.008940873  20.23354
  0.6010101  0.045545455  25.27411  0.008958253  20.22575
  0.6010101  0.050594949  25.26404  0.008975479  20.21802
